Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Gender,Exam_Score
16,66,Medium,High,Yes,5,57,High,3,Medium,Medium,Public,Positive,3,High School,Female,64
19,60,Medium,High,Yes,7,72,High,3,Low,High,Public,Positive,3,High School,Female,65
17,92,Low,Low,Yes,6,57,Medium,2,Medium,Medium,Private,Positive,2,High School,Female,65
16,67,High,Medium,No,8,98,Medium,0,Low,Low,Public,Neutral,3,High School,Female,63
25,84,Medium,Low,Yes,6,84,Low,2,Medium,High,Public,Positive,3,High School,Male,70
22,73,Low,Medium,Yes,9,72,Low,3,Medium,Medium,Public,Positive,3,High School,Female,66
16,83,Medium,High,Yes,7,56,Low,4,High,Medium,Public,Positive,3,High School,Female,68
25,73,Low,Low,No,8,69,Medium,3,Medium,Medium,Private,Positive,3,High School,Female,66
22,63,Low,Low,No,8,83,Medium,3,Medium,Medium,Private,Negative,1,College,Male,63
25,69,High,Medium,Yes,9,98,Medium,1,Low,Medium,Public,Negative,3,College,Female,66
24,68,Medium,Medium,Yes,6,74,Medium,1,Medium,Medium,Public,Neutral,3,High School,Female,65
15,77,Medium,Medium,Yes,8,85,High,1,Low,Medium,Public,Positive,2,Postgraduate,Male,66
17,86,High,Low,Yes,4,60,High,2,High,Low,Private,Positive,3,College,Female,67
24,71,Medium,Medium,Yes,7,81,Medium,0,Low,Medium,Private,Positive,3,High School,Male,66
24,60,Low,Medium,No,6,62,High,4,Low,High,Public,Negative,3,High School,Female,63
20,81,Medium,Medium,Yes,5,60,Low,3,Medium,Medium,Public,Positive,4,High School,Male,66
21,84,Medium,Medium,No,6,75,Low,1,High,Medium,Public,Positive,3,College,Male,67
28,99,Medium,Medium,Yes,6,61,Medium,1,Low,Medium,Public,Positive,3,High School,Male,71
16,84,Medium,High,Yes,7,86,Medium,1,Low,Medium,Private,Neutral,2,High School,Female,67
23,79,Medium,High,Yes,6,97,Medium,1,High,Low,Public,Neutral,4,High School,Male,69
19,83,Medium,Medium,Yes,7,70,Medium,2,Low,Medium,Public,Negative,4,Postgraduate,Female,67
19,97,High,Medium,Yes,6,66,High,2,Medium,Medium,Private,Positive,2,College,Female,72
27,93,High,Low,No,6,59,High,2,Low,Medium,Private,Negative,4,High School,Female,70
25,73,Medium,High,Yes,7,70,Low,0,Low,Medium,Private,Neutral,4,Postgraduate,Male,67
25,69,Low,High,Yes,7,78,Medium,0,Low,High,Public,Negative,3,High School,Female,64
28,71,Medium,Medium,No,8,69,High,1,Medium,High,Private,Neutral,1,College,Female,67
20,80,Low,High,No,8,81,Medium,3,Medium,Medium,Private,Negative,4,Postgraduate,Male,69
24,90,Low,Low,No,7,83,Medium,0,Low,Medium,Private,Positive,3,College,Male,68
18,80,Medium,Medium,No,8,55,Low,2,Low,Low,Public,Neutral,3,High School,Male,63
22,63,Medium,High,Yes,7,85,Medium,4,High,High,Public,Negative,3,College,Female,68
19,89,High,Medium,Yes,7,95,Medium,0,Medium,Medium,Public,Positive,3,High School,Male,70
21,92,Medium,Low,Yes,8,51,Low,0,Medium,Medium,Public,Neutral,2,College,Male,66
24,72,High,High,No,6,78,High,0,Low,High,Public,Negative,6,High School,Female,68
15,87,High,Low,Yes,4,80,High,0,Low,Medium,Private,Positive,3,College,Male,67
33,77,Low,High,Yes,5,85,Medium,0,Low,Medium,Private,Neutral,5,High School,Female,69
14,96,Medium,Low,Yes,9,69,High,0,Medium,Medium,Private,Negative,3,College,Female,66
13,94,Medium,Medium,Yes,7,91,Low,3,Low,Medium,Public,Neutral,3,High School,Male,68
27,81,Medium,Medium,Yes,7,77,Medium,2,Medium,Low,Public,Neutral,2,Postgraduate,Female,69
25,88,Medium,Medium,Yes,7,70,Low,1,Medium,Medium,Private,Positive,3,Postgraduate,Male,70
24,95,Medium,High,Yes,8,86,High,1,Medium,High,Private,Neutral,3,College,Male,74
24,80,Medium,High,Yes,7,96,High,0,Low,High,Public,Positive,0,College,Female,70
20,73,Medium,Medium,Yes,7,91,Low,1,Medium,High,Public,Neutral,2,Postgraduate,Male,66
15,90,High,Medium,Yes,8,97,Medium,1,Low,High,Private,Negative,3,College,Female,69
20,69,Medium,High,No,6,63,Low,0,Low,Medium,Public,Negative,3,Postgraduate,Male,64
16,76,Low,High,Yes,8,56,Medium,1,Low,Medium,Public,Positive,1,High School,Male,62
26,95,Low,High,No,7,77,Medium,0,Medium,Medium,Public,Neutral,3,High School,Female,70
19,89,High,Medium,Yes,7,52,Medium,2,Medium,Medium,Public,Negative,4,High School,Male,68
15,76,Medium,Medium,Yes,6,84,Low,0,Medium,High,Public,Neutral,3,College,Female,65
18,69,High,High,No,7,62,Low,3,Medium,Medium,Public,Positive,3,High School,Male,65
22,74,High,High,Yes,6,73,Low,3,High,High,Public,Positive,4,Postgraduate,Female,71
17,71,High,Medium,Yes,9,83,Low,2,Medium,Medium,Public,Neutral,5,High School,Male,66
15,67,Medium,Medium,No,4,74,Medium,0,Low,Medium,Public,Negative,3,College,Male,61
21,90,Low,Medium,Yes,8,62,Low,2,Medium,High,Public,Negative,5,High School,Male,67
21,70,Low,High,Yes,4,94,Medium,0,Low,High,Private,Neutral,2,College,Male,65
17,78,Medium,High,No,8,88,Medium,0,Low,Medium,Public,Negative,3,High School,Female,65
17,75,Medium,High,Yes,6,80,Medium,1,Low,Medium,Private,Positive,5,High School,Male,65
21,99,Medium,Medium,No,8,85,High,4,Medium,Medium,Public,Positive,4,High School,Male,73
11,76,Medium,Medium,Yes,7,71,Medium,1,Medium,Low,Public,Neutral,2,College,Male,62
12,63,Medium,High,Yes,5,69,Low,0,Medium,High,Public,Negative,2,College,Female,60
16,64,Low,Medium,Yes,9,58,Low,1,Medium,Medium,Public,Positive,3,College,Female,61
19,84,Low,Medium,Yes,8,90,High,2,Low,Medium,Private,Neutral,3,Postgraduate,Male,67
22,84,High,Medium,No,8,69,Medium,3,Medium,High,Private,Neutral,4,College,Male,70
29,77,Low,High,No,6,85,Medium,1,Medium,Medium,Public,Positive,1,College,Male,69
25,77,Medium,Low,Yes,8,65,High,0,Medium,Medium,Public,Positive,5,College,Female,66
19,62,Medium,Medium,No,5,90,Low,2,Low,High,Public,Positive,3,College,Male,64
20,81,High,Medium,Yes,4,55,Medium,1,High,Medium,Private,Positive,2,Postgraduate,Male,68
14,80,High,Medium,Yes,5,81,Medium,1,Low,Medium,Public,Positive,4,Postgraduate,Female,67
20,66,Medium,Medium,No,6,90,High,0,Medium,Medium,Public,Neutral,1,College,Female,64
18,64,Medium,Medium,Yes,6,83,High,2,Low,Medium,Public,Positive,2,College,Male,65
22,65,Low,High,Yes,6,85,Medium,2,High,Medium,Public,Positive,3,Postgraduate,Female,66
15,64,Medium,Medium,Yes,6,76,High,2,Medium,Medium,Private,Positive,4,High School,Female,63
23,84,High,Medium,Yes,6,78,Low,2,Low,Low,Public,Negative,2,High School,Female,68
29,68,Medium,High,Yes,4,53,Medium,1,Medium,Medium,Private,Negative,4,High School,Male,66
19,70,Medium,Medium,No,7,63,Low,3,Low,Low,Public,Neutral,5,High School,Male,63
22,67,Low,Medium,No,7,86,Low,1,Low,Medium,Public,Positive,3,High School,Female,63
24,98,High,Medium,Yes,6,97,Medium,1,Medium,Medium,Public,Positive,4,College,Male,74
18,94,Medium,High,Yes,9,77,Low,1,Medium,High,Public,Positive,2,College,Male,70
21,69,High,High,Yes,7,86,Medium,2,Low,Medium,Private,Neutral,3,High School,Male,68
20,73,Medium,Medium,Yes,7,84,Medium,0,Medium,Medium,Public,Neutral,4,Postgraduate,Female,66
21,68,Medium,Low,No,8,100,Low,0,Medium,Medium,Public,Positive,4,High School,Male,63
15,80,Low,High,No,5,90,Medium,4,Low,Medium,Public,Positive,3,College,Female,67
20,61,Medium,Medium,No,7,81,Medium,1,Medium,Low,Public,Neutral,3,High School,Male,62
23,87,High,High,No,8,56,Medium,1,Medium,High,Public,Positive,3,Postgraduate,Male,71
29,81,High,Medium,No,7,68,Medium,2,Medium,Medium,Public,Neutral,4,Postgraduate,Male,72
26,96,Medium,Medium,Yes,5,63,Medium,1,High,Medium,Private,Positive,2,Postgraduate,Male,72
33,67,Medium,Medium,Yes,6,93,High,0,Low,High,Public,Neutral,3,High School,Female,68
15,92,Medium,Low,Yes,7,72,Low,1,Medium,Medium,Public,Negative,5,High School,Female,66
25,92,Medium,Medium,No,4,77,Medium,0,Low,Medium,Public,Positive,3,High School,Male,70
21,65,Medium,Low,Yes,5,98,High,2,Low,Medium,Private,Positive,4,Postgraduate,Male,66
33,76,Medium,Medium,Yes,10,92,Low,1,High,Medium,Private,Positive,3,Postgraduate,Female,72
15,67,High,Medium,Yes,8,89,Low,0,High,High,Public,Neutral,4,High School,Female,64
15,70,High,Medium,No,9,57,Medium,1,Medium,Medium,Private,Negative,3,High School,Female,63
16,71,Medium,Medium,No,8,51,Medium,0,Low,Medium,Public,Negative,2,Postgraduate,Female,61
7,82,High,High,Yes,8,56,Medium,0,Low,Medium,Private,Negative,2,High School,Male,62
17,76,Medium,High,No,7,87,High,1,Medium,High,Public,Positive,4,High School,Female,68
15,98,Low,Medium,Yes,8,71,Low,1,Medium,Medium,Public,Positive,3,High School,Male,68
21,65,Low,Medium,No,9,56,High,1,Medium,Medium,Public,Positive,5,High School,Male,63
22,99,Medium,Low,Yes,8,87,Low,1,Medium,Medium,Private,Neutral,4,High School,Female,70
31,69,High,Low,Yes,7,60,Medium,1,Low,Medium,Public,Neutral,3,Postgraduate,Female,68
26,91,High,Medium,Yes,7,79,Medium,1,Low,Medium,Private,Neutral,5,High School,Female,72
17,74,Medium,Medium,Yes,8,87,Medium,4,Low,Low,Public,Positive,3,College,Male,67
15,66,Low,High,No,6,80,Medium,1,Low,Medium,Private,Neutral,1,College,Male,61
23,94,Low,Medium,No,8,100,Medium,0,Low,Medium,Public,Neutral,3,Postgraduate,Male,69
12,72,Medium,Low,Yes,6,72,High,2,Low,High,Private,Negative,2,High School,Female,61
31,86,High,High,Yes,6,66,Medium,3,Medium,Medium,Public,Positive,3,College,Male,75
27,83,High,Low,No,5,60,Medium,0,High,Low,Public,Neutral,2,College,Female,68
17,79,Medium,Low,Yes,6,75,Low,1,Medium,High,Public,Neutral,4,High School,Male,65
10,80,High,Medium,Yes,6,93,High,4,Medium,,Public,Negative,3,College,Female,67
28,89,Medium,High,Yes,10,97,High,3,Medium,Low,Public,Negative,6,High School,Female,75
19,64,Low,Medium,No,6,99,Medium,1,Medium,Medium,Public,Positive,3,College,Male,64
27,87,Medium,Medium,No,8,77,Medium,1,Low,High,Public,Neutral,4,High School,Male,70
10,96,High,High,No,6,80,Medium,0,Medium,Medium,Public,Neutral,4,High School,Female,67
16,62,Medium,Medium,Yes,7,79,Low,2,Medium,Medium,Public,Neutral,3,High School,Male,63
20,66,High,High,No,7,73,Medium,1,Medium,Medium,Public,Negative,4,College,Female,65
20,89,Medium,Medium,Yes,4,58,Medium,1,Medium,Medium,Public,Positive,3,High School,Female,67
17,77,Low,High,Yes,5,53,Medium,2,High,Medium,Public,Neutral,3,College,Male,86
24,76,Low,High,No,6,72,High,3,Medium,High,Public,Neutral,3,High School,Female,67
14,65,High,Medium,No,5,59,Low,1,High,Medium,Public,Positive,4,Postgraduate,Male,63
19,80,Medium,Medium,No,7,94,Medium,0,Medium,Low,Public,Neutral,3,College,Female,66
21,65,High,High,No,7,88,Low,2,Low,Medium,Private,Neutral,1,,Male,65
23,79,Medium,Medium,No,5,81,Medium,1,Medium,Medium,Private,Neutral,3,High School,Female,67
24,91,Medium,Medium,No,7,52,Low,0,High,High,Public,Neutral,4,College,Male,69
13,70,High,High,No,6,81,Medium,2,Medium,Low,Public,Positive,2,Postgraduate,Male,66
11,79,Medium,Medium,Yes,7,81,Medium,1,High,Medium,Public,Neutral,2,High School,Male,64
28,100,High,Low,Yes,6,72,Medium,1,Low,Medium,Public,Negative,2,Postgraduate,Female,73
22,87,Low,Medium,No,8,83,Low,1,Low,Medium,Public,Neutral,1,College,Male,66
16,94,Medium,Medium,No,9,93,Low,1,Low,Medium,Public,Negative,4,Postgraduate,Female,68
29,77,High,Low,Yes,8,88,Low,0,Medium,High,Public,Positive,4,College,Male,70
21,91,High,Medium,No,9,74,Medium,2,Low,Low,Private,Negative,2,,Female,69
27,62,Medium,High,Yes,5,63,Low,4,High,Medium,Public,Negative,4,High School,Female,67
20,65,Medium,Low,No,6,74,Low,0,Medium,Medium,Private,Positive,3,College,Male,62
32,68,Medium,Low,No,8,97,High,1,Low,Medium,Public,Positive,2,High School,Male,68
31,76,Medium,High,Yes,9,91,Medium,1,Low,Medium,Private,Neutral,4,Postgraduate,Male,72
19,94,Low,Medium,No,8,51,Medium,3,Medium,Low,Private,Positive,5,Postgraduate,Male,69
26,74,Low,Low,No,5,89,Low,3,High,High,Private,Negative,2,High School,Male,66
24,86,High,High,No,6,59,Medium,1,Low,Medium,Public,Positive,3,High School,Female,70
28,88,High,Medium,No,8,79,Medium,0,Medium,Medium,Public,Positive,3,High School,Male,71
14,83,Medium,Medium,Yes,7,90,Medium,0,Low,Low,Public,Negative,3,College,Female,65
24,74,High,Medium,Yes,6,78,Medium,3,Low,High,Public,Positive,3,College,Female,70
26,83,Low,Low,No,7,70,High,2,Medium,High,Public,Negative,4,High School,Male,65
9,74,Medium,High,No,7,66,Low,1,High,High,Private,Neutral,3,High School,Female,62
13,63,High,Medium,Yes,5,65,Medium,2,High,Medium,Private,Neutral,2,High School,Male,62
8,100,High,Medium,Yes,8,92,Medium,1,Medium,High,Public,Neutral,3,Postgraduate,Female,70
18,65,Medium,High,Yes,6,91,Medium,5,Low,Medium,Private,Neutral,3,College,Male,66
24,63,High,Low,Yes,7,91,Low,4,Low,Medium,Private,Positive,4,High School,Female,67
29,95,Medium,Low,No,9,64,Medium,1,Medium,High,Public,Positive,3,High School,Female,72
20,72,High,Low,Yes,7,90,Low,0,Low,High,Private,Negative,3,Postgraduate,Female,66
30,86,Medium,Low,Yes,8,52,Medium,2,Medium,Medium,Public,Negative,2,College,Female,68
12,73,High,Medium,No,5,60,Medium,1,Low,Medium,Public,Negative,4,High School,Male,62
10,76,Low,Medium,Yes,8,76,Medium,2,High,High,Private,Positive,3,Postgraduate,Male,64
20,70,Medium,Medium,No,8,70,Medium,0,Low,Medium,Public,Neutral,5,Postgraduate,Female,65
22,74,Medium,Low,Yes,6,56,Low,4,Medium,High,Public,Negative,3,Postgraduate,Male,66
20,76,Medium,Low,No,7,52,Medium,2,Low,High,Private,Neutral,3,High School,Female,64
8,89,Medium,High,Yes,7,81,Low,4,Low,Medium,Public,Neutral,3,College,Male,67
19,80,High,Medium,Yes,7,66,Low,4,Medium,Medium,Public,Negative,4,College,Female,69
12,98,High,Medium,Yes,8,51,Medium,0,Medium,Low,Public,Positive,5,Postgraduate,Male,68
24,62,Medium,Medium,No,6,72,High,2,Low,Low,Public,Neutral,4,High School,Male,64
22,80,High,Medium,Yes,7,65,Medium,2,High,Medium,Private,Neutral,2,High School,Female,68
14,83,Low,Low,Yes,9,79,Medium,1,Medium,Low,Public,Positive,3,High School,Male,64
17,97,Medium,High,No,9,96,High,0,High,Medium,Public,Negative,1,Postgraduate,Male,71
14,62,High,High,Yes,8,65,Low,3,Low,Medium,Public,Negative,2,High School,Male,61
20,83,Low,Medium,No,7,100,Medium,4,Low,Medium,Public,Negative,3,College,Male,68
26,94,High,Medium,Yes,10,54,Low,2,High,Medium,Public,Neutral,5,,Male,73
14,70,High,Medium,Yes,9,54,Medium,3,Medium,Medium,Public,Positive,1,College,Male,64
23,95,Medium,Medium,Yes,7,86,Medium,3,Low,Medium,Public,Positive,4,Postgraduate,Male,72
17,61,Medium,Medium,Yes,7,87,High,5,Medium,Medium,Public,Neutral,3,High School,Male,65
15,89,Medium,Medium,Yes,6,71,Medium,1,Medium,High,Public,Positive,4,High School,Female,68
19,97,High,Low,Yes,8,64,Medium,2,Low,High,Public,Positive,3,High School,Male,71
14,86,Medium,Low,Yes,8,90,Medium,3,Medium,,Public,Negative,3,Postgraduate,Male,65
17,78,Medium,Medium,No,8,98,Low,2,Medium,Medium,Private,Positive,2,High School,Male,66
13,62,Low,High,No,7,99,Medium,4,Medium,Low,Public,Positive,1,Postgraduate,Female,63
32,97,Medium,High,No,5,82,Medium,1,Medium,Medium,Public,Neutral,3,High School,Male,74
20,79,High,Low,Yes,7,87,Low,2,Medium,High,Private,Neutral,4,High School,Female,66
16,61,Medium,Low,No,8,91,High,2,Medium,High,Public,Neutral,3,College,Male,63
21,88,High,Medium,Yes,6,90,High,2,High,Medium,Private,Neutral,4,High School,Male,72
19,79,Medium,High,No,7,100,Low,1,High,High,Public,Positive,2,College,Female,69
19,65,Medium,High,Yes,9,91,Medium,1,Medium,High,Public,Positive,4,College,Male,67
24,69,Low,High,No,5,83,Low,3,Low,Medium,Private,Neutral,3,High School,Male,66
25,63,High,Medium,No,7,69,Medium,0,Low,High,Private,Negative,5,High School,Female,64
17,83,Low,Medium,No,9,80,Medium,4,Medium,High,Public,Negative,2,College,Female,67
17,85,Medium,Low,No,7,94,High,4,Low,Medium,Public,Positive,3,College,Female,69
18,80,Medium,Low,Yes,6,65,Medium,2,Low,High,Public,Negative,2,College,Female,65
6,93,Medium,Medium,No,7,52,High,0,Medium,Medium,Public,Neutral,2,College,Female,64
11,94,Medium,Low,Yes,8,66,High,1,High,Low,Public,Neutral,4,High School,Female,65
28,85,Medium,High,Yes,7,98,Medium,2,Low,High,Private,Positive,1,High School,Male,72
30,61,Low,High,Yes,8,90,Medium,2,Low,High,Public,Negative,2,High School,Female,66
19,88,Medium,Low,No,7,59,Medium,2,Low,Medium,Public,Neutral,3,College,Female,66
23,77,High,High,Yes,7,51,Medium,1,Low,Low,Private,Positive,3,College,Male,67
22,83,Medium,Medium,Yes,8,83,High,1,High,Medium,Private,Negative,3,Postgraduate,Male,69
38,86,Low,High,Yes,7,79,Low,3,Low,Medium,Public,Negative,3,High School,Male,73
27,74,Medium,High,No,6,54,Medium,3,Medium,Medium,Public,Neutral,3,College,Female,69
19,97,Medium,Low,No,8,98,Medium,1,Low,Medium,Private,Neutral,4,High School,Male,68
14,65,Low,Medium,Yes,7,81,Medium,1,Low,Medium,Public,Positive,3,High School,Female,61
10,87,Medium,Low,Yes,6,83,Medium,0,Low,Medium,Public,Positive,4,High School,Male,63
21,60,Medium,High,Yes,8,93,Low,0,Low,Medium,Public,Positive,2,High School,Female,63
15,97,Low,Medium,Yes,9,67,Medium,1,Low,High,Public,Neutral,2,College,Male,68
11,65,Medium,High,No,7,78,Medium,2,Low,Medium,Public,Neutral,3,Postgraduate,Female,63
16,64,High,Medium,Yes,7,79,Medium,3,Medium,Medium,Private,Positive,4,Postgraduate,Female,66
14,73,High,Medium,Yes,5,98,Medium,2,Low,Medium,Public,Negative,4,High School,Female,65
30,75,High,High,No,7,57,High,0,Low,Medium,Public,Neutral,1,College,Female,68
25,69,Medium,Medium,Yes,7,88,High,0,Low,Medium,Public,Negative,4,College,Female,66
20,83,Low,Low,No,7,79,Low,2,Medium,Medium,Public,Positive,5,Postgraduate,Male,66
29,78,High,Medium,No,6,92,Medium,2,Low,Medium,Private,Negative,4,High School,Male,70
20,61,Low,Low,Yes,8,92,Medium,0,Medium,Medium,Public,Negative,2,High School,Female,61
15,73,Medium,Low,Yes,7,51,Medium,2,Low,High,Private,Negative,3,High School,Male,61
29,92,Medium,Medium,Yes,10,63,High,1,Low,High,Private,Negative,4,High School,Male,71
23,88,Low,Medium,Yes,7,59,Medium,1,Medium,Medium,Public,Negative,2,High School,Male,67
14,89,High,High,Yes,4,73,Medium,2,Medium,High,Public,Negative,3,College,Male,70
19,88,High,Medium,No,5,95,Medium,2,Low,Medium,Private,Negative,4,College,Male,69
15,72,High,High,No,8,50,Medium,2,Medium,Medium,Public,Neutral,4,High School,Female,65
12,64,High,Low,Yes,6,74,High,0,Medium,Medium,Public,Positive,2,High School,Male,61
26,71,Medium,Low,No,6,94,Low,3,Low,Medium,Public,Positive,4,Postgraduate,Male,68
31,93,High,Low,Yes,5,96,Medium,2,Low,Medium,Public,Positive,2,High School,Male,74
12,99,Medium,Medium,No,6,83,Low,1,Medium,Medium,Public,Negative,3,High School,Female,67
23,80,Medium,Medium,Yes,7,91,Low,5,High,Medium,Public,Negative,1,High School,Female,70
16,60,Low,Medium,Yes,8,66,Low,1,High,High,Private,Neutral,2,High School,Female,59
17,66,High,High,No,5,64,Low,0,Medium,High,Private,Neutral,2,College,Male,64
16,73,High,Medium,Yes,8,52,Medium,2,Medium,High,Public,Positive,4,College,Female,66
15,83,Low,Low,Yes,5,75,Medium,1,Medium,Medium,Public,Neutral,3,High School,Female,63
20,63,Low,Low,Yes,8,73,Low,0,High,Medium,Public,Neutral,3,College,Female,61
15,98,Low,High,Yes,8,69,Low,2,Low,Medium,Public,Neutral,4,High School,Female,68
22,75,Medium,Medium,No,6,56,Low,3,Medium,Medium,Private,Positive,3,High School,Male,65
20,97,Medium,High,No,5,62,Medium,1,Medium,Medium,Private,Neutral,4,High School,Male,69
19,91,High,Low,Yes,8,60,Medium,2,Low,Medium,Private,Neutral,4,High School,Male,68
15,90,Medium,Low,Yes,6,97,Low,2,High,High,Public,Positive,2,High School,Male,69
17,84,Medium,Low,Yes,7,98,High,1,Low,High,Public,Neutral,2,College,Female,67
25,85,High,High,No,8,50,High,1,High,Medium,Public,Neutral,1,College,Female,70
23,86,Medium,Medium,Yes,8,59,Low,1,Low,Medium,Public,Neutral,3,Postgraduate,Female,68
14,85,Medium,Medium,No,6,94,Low,0,High,Medium,Public,Positive,4,College,Male,67
21,82,High,Medium,No,7,52,Medium,4,Low,Medium,Public,Neutral,3,High School,Male,67
25,99,High,Medium,Yes,6,97,High,0,Medium,Medium,Public,Positive,3,College,Male,75
10,89,Low,Low,Yes,8,69,Low,3,Low,Medium,Public,Negative,4,College,Male,63
23,91,Low,Medium,No,9,77,High,1,Low,Medium,Public,Positive,5,High School,Male,70
16,95,Medium,Low,Yes,6,88,Low,2,High,High,Public,Positive,4,High School,Female,70
23,69,Medium,High,Yes,7,62,Medium,1,Medium,Medium,Public,Neutral,4,High School,Male,64
15,63,Medium,Low,No,8,55,Low,0,Medium,Low,Public,Neutral,3,College,Female,59
9,79,Medium,Low,No,7,90,High,1,High,Low,Public,Neutral,3,High School,Male,63
10,81,High,Medium,Yes,8,99,Medium,2,Medium,Medium,Public,Positive,4,Postgraduate,Female,67
20,93,Low,High,Yes,7,83,Medium,0,Medium,Medium,Private,Negative,2,High School,Male,68
22,78,Medium,Medium,Yes,5,91,Low,0,Medium,High,Private,Negative,3,Postgraduate,Male,68
15,83,Medium,Medium,No,7,97,Medium,2,Low,High,Private,Neutral,2,High School,Female,97
24,81,Medium,Low,No,9,61,Medium,1,Low,Low,Public,Positive,4,College,Female,66
